アー	aː
ツバメコノシロ	tsɯbamekonoɕiɾo
ツバメチドリ	tsɯbametɕidoɾi
ツバメトビ	tsɯbametobi
ツパイ	tsɯpai
ツブ	tsɯbɯ
ツブラジイ	tsɯbɯɾadʑii
ツベルクリン	tsɯbeɾɯkɯɾiɴ
ツボ	tsɯbo
ツボカビ	tsɯbokabi
ツボクラリン	tsɯbokɯɾaɾiɴ
ツマグロ	tsɯmagɯɾo
ツマグロエイラクブカ	tsɯmagɯɾoeiɾakɯbɯka
ツマグロオオヨコバイ	tsɯmagɯɾooojokobai
ツマグロスズメバチ	tsɯmagɯɾosɯzɯmebatɕi
ツマグロチョウチョウウオ	tsɯmagɯɾotɕoɯtɕoɯɯo
ツマグロヨコバイ	tsɯmagɯɾojokobai
ツマジロ	tsɯmadʑiɾo
ツマリテングハギ	tsɯmaɾiteɴgɯhagi
ツミ	tsɯmi
ツムギハゼ	tsɯmɯgihaze
ツムブリ	tsɯmɯbɯɾi
ツメ	tsɯme
ツメガエル	tsɯmegaeɾɯ
ツメタガイ	tsɯmetagai
ツメダニ	tsɯmedani
ツメバケイ	tsɯmebakei
ツモロー	tsɯmoɾoː
ツヤコバチ	tsɯjakobatɕi
ツユクサ	tsɯjɯkɯsa
ツユベラ	tsɯjɯbeɾa
ツライチ	tsɯɾaitɕi
ツリー・ドクター	tsɯɾiː dokɯtaː
ツリードクター	tsɯɾiːdokɯtaː
ツリアブ	tsɯɾiabɯ
ツリバナ	tsɯɾibana
ツル	tsɯɾɯ
ツルウメモドキ	tsɯɾɯɯmemodoki
ツルキンバイ	tsɯɾɯkiɴbai
ツルコケモモ	tsɯɾɯkokemomo
ツルツル	tsɯɾɯtsɯɾɯ
ツルボ	tsɯɾɯbo
ツルマキ	tsɯɾɯmaki
ツルムラサキ	tsɯɾɯmɯɾasaki
ツルリンドウ	tsɯɾɯɾiɴdoɯ
ツルレイシ	tsɯɾɯɾeiɕi
ツワブキ	tsɯɰᵝabɯki
ツングース	tsɯɴgɯːsɯ
ツヴァイハンダー	tsɯvaihaɴdaː
ヅラ	zɯɾa
テーク	teːkɯ
テーク・バック	teːkɯ bakːɯ
テークアウェイ	teːkɯaɯei
テークアウト	teːkɯaɯto
テークオーバー	teːkɯoːbaː
テークオーバー・ゾーン	teːkɯoːbaː zoːɴ
テークオーバーゾーン	teːkɯoːbaːzoːɴ
テークオーバービッド	teːkɯoːbaːbidːo
テークオフ	teːkɯoɸɯ
テークバック	teːkɯbakːɯ
テースト	teːsɯto
テーナイト	teːnaito
テーパー	teːpaː
テーパー・ゲージ	teːpaː geːdʑi
テーパー・ピン	teːpaː piɴ
テーパー・リーマー	teːpaː ɾiːmaː
テーパーゲージ	teːpaːgeːdʑi
テーパーピン	teːpaːpiɴ
テーパーリーマー	teːpaːɾiːmaː
テーパールドスラックス	teːpaːɾɯdosɯɾakːɯsɯ
テーピング	teːpiɴgɯ
テーブル・カバー	teːbɯɾɯ kabaː
テーブル・ゲーム	teːbɯɾɯ geːmɯ
テーブル・サッカ	teːbɯɾɯ sakːa
テーブル・スピーチ	teːbɯɾɯ sɯpiːtɕi
テーブル・センター	teːbɯɾɯ seɴtaː
テーブル・タップ	teːbɯɾɯ tapːɯ
テーブル・チャージ	teːbɯɾɯ tɕaːdʑi
テーブル・テニス	teːbɯɾɯ tenisɯ
テーブル・トーク	teːbɯɾɯ toːkɯ
テーブル・マナー	teːbɯɾɯ manaː
テーブル・リネン	teːbɯɾɯ ɾineɴ
テーブル・ルックアップ	teːbɯɾɯ ɾɯkːɯapːɯ
テーブル・ロール	teːbɯɾɯ ɾoːɾɯ
テーブル・ワイン	teːbɯɾɯ ɰᵝaiɴ
テーブルウエア	teːbɯɾɯɯea
テーブルカバー	teːbɯɾɯkabaː
テーブルクロス	teːbɯɾɯkɯɾosɯ
テーブルゲーム	teːbɯɾɯgeːmɯ
テーブルサッカ	teːbɯɾɯsakːa
テーブルスピーチ	teːbɯɾɯsɯpiːtɕi
テーブルセンター	teːbɯɾɯseɴtaː
テーブルタップ	teːbɯɾɯtapːɯ
テーブルチャージ	teːbɯɾɯtɕaːdʑi
テーブルテニス	teːbɯɾɯtenisɯ
テーブルトーク	teːbɯɾɯtoːkɯ
テーブルマナー	teːbɯɾɯmanaː
テーブルリネン	teːbɯɾɯɾineɴ
テーブルルックアップ	teːbɯɾɯɾɯkːɯapːɯ
テーブルロール	teːbɯɾɯɾoːɾɯ
テーブルワイン	teːbɯɾɯɰᵝaiɴ
テープ	teːpɯ
テープ・カートリッジ	teːpɯ kaːtoɾidʑːi
テープ・カット	teːpɯ katːo
テープ・ストリーマ	teːpɯ sɯtoɾiːma
テープ・スプール	teːpɯ sɯpɯːɾɯ
テープ・デッキ	teːpɯ dekːi
テープ・デバイス	teːpɯ debaisɯ
テープ・ドライブ	teːpɯ doɾaibɯ
テープ・バックアップ	teːpɯ bakːɯapːɯ
テープ・フレーム	teːpɯ ɸɯɾeːmɯ
テープ・プレーヤー	teːpɯ pɯɾeːjaː
テープ・マーク	teːpɯ maːkɯ
テープ・ライブラリ	teːpɯ ɾaibɯɾaɾi
テープ・ライブラリー	teːpɯ ɾaibɯɾaɾiː
テープ・レコーダー	teːpɯ ɾekoːdaː
テープカートリッジ	teːpɯkaːtoɾidʑːi
テープカット	teːpɯkatːo
テープストリーマ	teːpɯsɯtoɾiːma
テープスプール	teːpɯsɯpɯːɾɯ
テープデッキ	teːpɯdekːi
テープデバイス	teːpɯdebaisɯ
テープドライブ	teːpɯdoɾaibɯ
テープバックアップ	teːpɯbakːɯapːɯ
テープヒス	teːpɯçisɯ
テープフレーム	teːpɯɸɯɾeːmɯ
テーププレーヤー	teːpɯpɯɾeːjaː
テープマーク	teːpɯmaːkɯ
テープライブラリ	teːpɯɾaibɯɾaɾi
テープライブラリー	teːpɯɾaibɯɾaɾiː
テープレコーダー	teːpɯɾekoːdaː
テーマ・キャンペーン	teːma kjaɴpeːɴ
テーマ・ソング	teːma soɴgɯ
テーマ・パーク	teːma paːkɯ
テーマ・プロモーション	teːma pɯɾomoːɕoɴ
テーマ・ミュージック	teːma mjɯːdʑikːɯ
テーマキャンペーン	teːmakjaɴpeːɴ
テーマパーク	teːmapaːkɯ
テーマプロモーション	teːmapɯɾomoːɕoɴ
テーマミュージック	teːmamjɯːdʑikːɯ
テーラー	teːɾaː
テーラー・システム	teːɾaː ɕisɯtemɯ
テーラーシステム	teːɾaːɕisɯtemɯ
テーラード	teːɾaːdo
テーラード・カラー	teːɾaːdo kaɾaː
テーラード・スーツ	teːɾaːdo sɯːtsɯ
テーラードカラー	teːɾaːdokaɾaː
テーラードスーツ	teːɾaːdosɯːtsɯ
テーラーメード	teːɾaːmeːdo
テーラーメイド	teːɾaːmeido
テール・エンド	teːɾɯ eɴdo
テール・フィン	teːɾɯ ɸiɴ
テール・ランプ	teːɾɯ ɾaɴpɯ
テールエンド	teːɾɯeɴdo
テールコート	teːɾɯkoːto
テールストック	teːɾɯsɯtokːɯ
テールフィン	teːɾɯɸiɴ
テールライト	teːɾɯɾaito
テールランプ	teːɾɯɾaɴpɯ
テアトル	teatoɾɯ
テアトロ	teatoɾo
テアニン	teaniɴ
ティ・グラウンド	tei gɯɾaɯɴdo
ティー	teiː
ティー・アップ	teiː apːɯ
ティー・オフ	teiː oɸɯ
ティー・グラウンド	teiː gɯɾaɯɴdo
ティー・ケトル	teiː ketoɾɯ
ティー・コゼー	teiː kozeː
ティー・ショット	teiː ɕotːo
ティー・セット	teiː setːo
ティー・タイム	teiː taimɯ
ティー・バッグ	teiː bagːɯ
ティー・バッティング	teiː batːeiɴgɯ
ティー・パーティー	teiː paːteiː
ティーアップ	teiːapːɯ
ティーエー	teiːeː
ティーエーピーアイ	teiːeːpiːai
ティーエスアール	teiːesɯaːɾɯ
ティーエヌエヌ	teiːenɯenɯ
ティーエフティー	teiːeɸɯteiː
ティーオフ	teiːoɸɯ
ティーグラウンド	teiːgɯɾaɯɴdo
ティーケーオー	teiːkeːoː
ティーケトル	teiːketoɾɯ
ティーコゼー	teiːkozeː
ティーシーピーアイピー	teiːɕiːpiːaipiː
ティーショット	teiːɕotːo
ティースリー	teiːsɯɾiː
ティーセット	teiːsetːo
ティーゾーン	teiːzoːɴ
ティータイム	teiːtaimɯ
ティーチイン	teiːtɕiiɴ
ティーチャ	teiːtɕa
ティーチャー	teiːtɕaː
ティーチング・マシン	teiːtɕiɴgɯ maɕiɴ
ティーチングマシン	teiːtɕiɴgɯmaɕiɴ
ティーディーエムエー	teiːdeiːemɯeː
ティーバッグ	teiːbagːɯ
ティーバッティング	teiːbatːeiɴgɯ
ティーパーティー	teiːpaːteiː
ティーピーシー	teiːpiːɕiː
ティーピーシーシー	teiːpiːɕiːɕiː
ティーピーモニタ	teiːpiːmonita
ティーポット	teiːpotːo
ティーム	teiːmɯ
ティールーム	teiːɾɯːmɯ
ティーロフ	teiːɾoɸɯ
ティーワン	teiːɰᵝaɴ
ティーン	teiːɴ
ティーンエージ	teiːɴeːdʑi
ティーンエージャ	teiːɴeːdʑa
ティーンエイジ	teiːɴeidʑi
ティーンエイジャー	teiːɴeidʑaː
ティーンズ	teiːɴzɯ
ティア	teia
ティアー	teiaː
ティアード・スカート	teiaːdo sɯkaːto
ティアードスカート	teiaːdosɯkaːto
ティグラウンド	teigɯɾaɯɴdo
ティシュ	teiɕɯ
ティシュー	teiɕɯː
ティシュペーパー	teiɕɯpeːpaː
ティタノサウルス	teitanosaɯɾɯsɯ
ティッカー	teikːaː
ティッカー・シンボル	teikːaː ɕiɴboɾɯ
ティッカー・バー	teikːaː baː
ティッカーシンボル	teikːaːɕiɴboɾɯ
ティッカーバー	teikːaːbaː
ティック	teikːɯ
ティックル	teikːɯɾɯ
ティックルティーケー	teikːɯɾɯteiːkeː
ティッシュ・ペーパー	teiɕːɯ peːpaː
ティッシュー	teiɕːɯː
ティッシュペーパー	teiɕːɯpeːpaː
ティップス	teipːɯsɯ
ティピ	teipi
ティピー	teipiː
ティピカル	teipikaɾɯ
ティフ	teiɸɯ
ティモシー	teimoɕiː
ティラー	teiɾaː
ティラニー	teiɾaniː
ティラノサウルス・レックス	teiɾanosaɯɾɯsɯ ɾekːɯsɯ
ティラノサウルスレックス	teiɾanosaɯɾɯsɯɾekːɯsɯ
ティラノザウルス	teiɾanozaɯɾɯsɯ
ティラピア	teiɾapia
ティラピア・モザンビカ	teiɾapia mozaɴbika
ティランノサウルス	teiɾaɴnosaɯɾɯsɯ
ティルデ	teiɾɯde
ティルト	teiɾɯto
ティンカーズバタフライフィッシュ	teiɴkaːzɯbataɸɯɾaiɸiɕːɯ
ティンパニ	teiɴpani
ティンパニー	teiɴpaniː
テイ・スティング	tei sɯteiɴgɯ
テイカカズラ	teikakazɯɾa
テイカデ	teikade
テイク	teikɯ
テイク・バック	teikɯ bakːɯ
テイクアウト	teikɯaɯto
テイクオーバー	teikɯoːbaː
テイクオーバービッド	teikɯoːbaːbidːo
テイクオフ	teikɯoɸɯ
テイスト	teisɯto
テイラーズシャープノーズトビー	teiɾaːzɯɕaːpɯnoːzɯtobiː
テイル	teiɾɯ
テイン	teiɴ
テイント	teiɴto
テオフィリン	teoɸiɾiɴ
テオブロミン	teobɯɾomiɴ
テカテカ	tekateka
テカリ	tekaɾi
テガタチドリ	tegatatɕidoɾi
テガフール	tegaɸɯːɾɯ
テキ	teki
テキサス・ヒット	tekisasɯ çitːo
テキサス・リーガー	tekisasɯ ɾiːgaː
テキサスヒット	tekisasɯçitːo
テキサスリーガー	tekisasɯɾiːgaː
テキス	tekisɯ
テキスタイル	tekisɯtaiɾɯ
テキスタイル・デザイン	tekisɯtaiɾɯ dezaiɴ
テキスタイルデザイン	tekisɯtaiɾɯdezaiɴ
テキスチャ	tekisɯtɕa
テキスト・エディタ	tekisɯto edeita
テキスト・オブジェクト	tekisɯto obɯdʑiekɯto
テキスト・クエリ	tekisɯto kɯeɾi
テキスト・スライド	tekisɯto sɯɾaido
テキスト・データ	tekisɯto deːta
テキスト・ファイル	tekisɯto ɸaiɾɯ
テキスト・フォーマット	tekisɯto ɸoːmatːo
テキスト・フォント	tekisɯto ɸoɴto
テキスト・ブロック	tekisɯto bɯɾokːɯ
テキスト・ベース	tekisɯto beːsɯ
テキスト・ボックス	tekisɯto bokːɯsɯ
テキスト・モード	tekisɯto moːdo
テキスト・ラベル	tekisɯto ɾabeɾɯ
テキストイメー	tekisɯtoimeː
テキストエディタ	tekisɯtoedeita
テキストオブジェクト	tekisɯtoobɯdʑiekɯto
テキストクエリ	tekisɯtokɯeɾi
テキストスライド	tekisɯtosɯɾaido
テキストデータ	tekisɯtodeːta
テキストファイル	tekisɯtoɸaiɾɯ
テキストフォーマット	tekisɯtoɸoːmatːo
テキストフォント	tekisɯtoɸoɴto
テキストブロック	tekisɯtobɯɾokːɯ
テキストベース	tekisɯtobeːsɯ
テキストボックス	tekisɯtobokːɯsɯ
テキストモード	tekisɯtomoːdo
テキストラベル	tekisɯtoɾabeɾɯ
テキバキ	tekibaki
テクシー	tekɯɕiː
テクスタイル	tekɯsɯtaiɾɯ
テクスチャ	tekɯsɯtɕa
テクスチャ・マッピング	tekɯsɯtɕa mapːiɴgɯ
テクスチャマッピング	tekɯsɯtɕamapːiɴgɯ
テクスチュア	tekɯsɯtɕɯa
テクセル	tekɯseɾɯ
テクタイト	tekɯtaito
テクトニクス	tekɯtonikɯsɯ
テクトロニクス	tekɯtoɾonikɯsɯ
テクニーク	tekɯniːkɯ
テクニカラー	tekɯnikaɾaː
テクニカル	tekɯnikaɾɯ
テクニカル・サポート	tekɯnikaɾɯ sapoːto
テクニカル・ターム	tekɯnikaɾɯ taːmɯ
テクニカル・ダイバー	tekɯnikaɾɯ daibaː
テクニカル・ダイビング	tekɯnikaɾɯ daibiɴgɯ
テクニカル・ノックアウト	tekɯnikaɾɯ nokːɯaɯto
テクニカル・ファウル	tekɯnikaɾɯ ɸaɯɾɯ
テクニカル・フォール	tekɯnikaɾɯ ɸoːɾɯ
テクニカル・プログラム	tekɯnikaɾɯ pɯɾogɯɾamɯ
テクニカル・ポイント	tekɯnikaɾɯ poiɴto
テクニカル・メリット	tekɯnikaɾɯ meɾitːo
テクニカル・リハーサル	tekɯnikaɾɯ ɾihaːsaɾɯ
テクニカルサポート	tekɯnikaɾɯsapoːto
テクニカルターム	tekɯnikaɾɯtaːmɯ
テクニカルダイバー	tekɯnikaɾɯdaibaː
テクニカルダイビング	tekɯnikaɾɯdaibiɴgɯ
テクニカルネーム	tekɯnikaɾɯneːmɯ
テクニカルノックアウト	tekɯnikaɾɯnokːɯaɯto
テクニカルファウル	tekɯnikaɾɯɸaɯɾɯ
テクニカルフォール	tekɯnikaɾɯɸoːɾɯ
テクニカルプログラム	tekɯnikaɾɯpɯɾogɯɾamɯ
テクニカルポイント	tekɯnikaɾɯpoiɴto
テクニカルメリット	tekɯnikaɾɯmeɾitːo
テクニカルリハーサル	tekɯnikaɾɯɾihaːsaɾɯ
テクニクス	tekɯnikɯsɯ
テクニック	tekɯnikːɯ
テクネトロニック	tekɯnetoɾonikːɯ
テクノ	tekɯno
テクノ・カット	tekɯno katːo
テクノ・サウンド	tekɯno saɯɴdo
テクノ・スーパーライナー	tekɯno sɯːpaːɾainaː
テクノ・マート	tekɯno maːto
テクノ・レディー	tekɯno ɾedeiː
テクノイコノミックス	tekɯnoikonomikːɯsɯ
テクノインダストリアル	tekɯnoiɴdasɯtoɾiaɾɯ
テクノカット	tekɯnokatːo
テクノカル	tekɯnokaɾɯ
テクノカル・ターム	tekɯnokaɾɯ taːmɯ
テクノカルターム	tekɯnokaɾɯtaːmɯ
テクノクラート	tekɯnokɯɾaːto
テクノクラシー	tekɯnokɯɾaɕiː
テクノサイエンス	tekɯnosaieɴsɯ
テクノサウンド	tekɯnosaɯɴdo
テクノスーパーライナー	tekɯnosɯːpaːɾainaː
テクノストラクチャー	tekɯnosɯtoɾakɯtɕaː
テクノストレス	tekɯnosɯtoɾesɯ
テクノナショナリズム	tekɯnonaɕonaɾizɯmɯ
テクノパーク	tekɯnopaːkɯ
テクノフォビア	tekɯnoɸobia
テクノペザント	tekɯnopezaɴto
テクノポップ	tekɯnopopːɯ
テクノポリス	tekɯnopoɾisɯ
テクノマート	tekɯnomaːto
テクノミスト	tekɯnomisɯto
テクノレディー	tekɯnoɾedeiː
テクノロジ	tekɯnoɾodʑi
テクノロジー	tekɯnoɾodʑiː
テクノロジー・アート	tekɯnoɾodʑiː aːto
テクノロジー・アセスメント	tekɯnoɾodʑiː asesɯmeɴto
テクノロジー・ギャップ	tekɯnoɾodʑiː gjapːɯ
テクノロジー・トランスファー	tekɯnoɾodʑiː toɾaɴsɯɸaː
テクノロジー・バブル	tekɯnoɾodʑiː babɯɾɯ
テクノロジーアート	tekɯnoɾodʑiːaːto
テクノロジーアセスメント	tekɯnoɾodʑiːasesɯmeɴto
テクノロジーギャップ	tekɯnoɾodʑiːgjapːɯ
テクノロジートランスファー	tekɯnoɾodʑiːtoɾaɴsɯɸaː
テクノロジーバブル	tekɯnoɾodʑiːbabɯɾɯ
テクノロジズ	tekɯnoɾodʑizɯ
テクラム	tekɯɾamɯ
テクリハ	tekɯɾiha
テグス	tegɯsɯ
テケツ	teketsɯ
テザリング	tezaɾiɴgɯ
テスタメント	tesɯtameɴto
テスティング	tesɯteiɴgɯ
テスト・キャンペーン	tesɯto kjaɴpeːɴ
テスト・ケース	tesɯto keːsɯ
テスト・スクリプト	tesɯto sɯkɯɾipɯto
テスト・ドライバー	tesɯto doɾaibaː
テスト・パイロット	tesɯto paiɾotːo
テスト・パターン	tesɯto pataːɴ
テスト・マーケティング	tesɯto maːketeiɴgɯ
テスト・マッチ	tesɯto matɕːi
テスト・モード	tesɯto moːdo
テスト・ライダー	tesɯto ɾaidaː
テスト・ラン	tesɯto ɾaɴ
テスト・リリース	tesɯto ɾiɾiːsɯ
テストキャンペーン	tesɯtokjaɴpeːɴ
テストケース	tesɯtokeːsɯ
テストスクリプト	tesɯtosɯkɯɾipɯto
テストセット	tesɯtosetːo
テストドライバー	tesɯtodoɾaibaː
テストパイロット	tesɯtopaiɾotːo
テストパターン	tesɯtopataːɴ
テストピース	tesɯtopiːsɯ
テストマーケティング	tesɯtomaːketeiɴgɯ
テストマッチ	tesɯtomatɕːi
テストメール	tesɯtomeːɾɯ
テストモード	tesɯtomoːdo
テストライダー	tesɯtoɾaidaː
テストラン	tesɯtoɾaɴ
テストリリース	tesɯtoɾiɾiːsɯ
テズルモズル	tezɯɾɯmozɯɾɯ
テタニー	tetaniː
テック	tekːɯ
テック・エド	tekːɯ edo
テックエド	tekːɯedo
テックワイヤー	tekːɯɰᵝaijaː
テッチャン	tetɕːaɴ
テッパイ	tepːai
テッポウ	tepːoɯ
テッポウウオ	tepːoɯɯo
テツギョ	tetsɯgjo
テヅルモヅル	tezɯɾɯmozɯɾɯ
テディ・ベア	tedei bea
テディー	tedeiː
テディー・ベア	tedeiː bea
テディーベア	tedeiːbea
テディベア	tedeibea
テトラ	tetoɾa
テトラオドン・レイウルス	tetoɾaodoɴ ɾeiɯɾɯsɯ
テトラクロロエチレン	tetoɾakɯɾoɾoetɕiɾeɴ
テトラサイクリン	tetoɾasaikɯɾiɴ
テトラヒドロカンナビノール	tetoɾaçidoɾokaɴnabinoːɾɯ
テトリス	tetoɾisɯ
テトロドトキシン	tetoɾodotokiɕiɴ
テナー・サックス	tenaː sakːɯsɯ
テナーサックス	tenaːsakːɯsɯ
テナガエビ	tenagaebi
テナガザル	tenagazaɾɯ
テナガダコ	tenagadako
テナガミズテング	tenagamizɯteɴgɯ
テナント	tenaɴto
テニス・エルボー	tenisɯ eɾɯboː
テニス・クラブ	tenisɯ kɯɾabɯ
テニス・コート	tenisɯ koːto
テニス・シューズ	tenisɯ ɕɯːzɯ
テニス・プレーヤー	tenisɯ pɯɾeːjaː
テニス・プレイヤー	tenisɯ pɯɾeijaː
テニス・ボール	tenisɯ boːɾɯ
テニス・ラケット	tenisɯ ɾaketːo
テニスウェア	tenisɯɯea
テニスエルボー	tenisɯeɾɯboː
テニスクラブ	tenisɯkɯɾabɯ
テニスコート	tenisɯkoːto
テニスシューズ	tenisɯɕɯːzɯ
テニスプレーヤー	tenisɯpɯɾeːjaː
テニスプレイヤー	tenisɯpɯɾeijaː
テニスボール	tenisɯboːɾɯ
テニスラケット	tenisɯɾaketːo
テヌート	tenɯːto
テヌト	tenɯto
テビチ	tebitɕi
テフ	teɸɯ
テフラ	teɸɯɾa
テヘ	tehe
テヘヘ	tehehe
テヘペロ	tehepeɾo
テボ	tebo
テポドン	tepodoɴ
テマ	tema
テラ・ターム	teɾa taːmɯ
テラー	teɾaː
テラコッタ	teɾakotːa
テラス	teɾasɯ
テラス・ハウス	teɾasɯ haɯsɯ
テラスハウス	teɾasɯhaɯsɯ
テラゾー	teɾazoː
テラターム	teɾataːmɯ
テラバイト	teɾabaito
テラピア	teɾapia
テラフォーミング	teɾaɸoːmiɴgɯ
テラリウム	teɾaɾiɯmɯ
テラロッサ	teɾaɾosːa
テリー・クロス	teɾiː kɯɾosɯ
テリークロス	teɾiːkɯɾosɯ
テリーヌ	teɾiːnɯ
テリトリー	teɾitoɾiː
テリブル	teɾibɯɾɯ
テルアビブ	teɾɯabibɯ
テルシェット	teɾɯɕietːo
テルスター	teɾɯsɯtaː
テルネット	teɾɯnetːo
テルミン	teɾɯmiɴ
テルリウム	teɾɯɾiɯmɯ
テルリド	teɾɯɾido
テレ	teɾe
テレ・ショップ	teɾe ɕopːɯ
テレアポ	teɾeapo
テレウェイシリウス	teɾeɯeiɕiɾiɯsɯ
テレオノミー	teɾeonomiː
テレカ	teɾeka
テレカンファレンス	teɾekaɴɸaɾeɴsɯ
テレキネシス	teɾekineɕisɯ
テレキャスタ	teɾekjasɯta
テレグラフ	teɾegɯɾaɸɯ
テレコネクション	teɾekonekɯɕoɴ
テレコミ	teɾekomi
テレコミューティング	teɾekomjɯːteiɴgɯ
テレコミュニケーション	teɾekomjɯnikeːɕoɴ
テレコム	teɾekomɯ
テレコム・ネットワーク	teɾekomɯ netːoɰᵝaːkɯ
テレコム・ベンダー	teɾekomɯ beɴdaː
テレコム・マレーシア	teɾekomɯ maɾeːɕia
テレコムネットワーク	teɾekomɯnetːoɰᵝaːkɯ
テレコムベンダー	teɾekomɯbeɴdaː
テレコムマレーシア	teɾekomɯmaɾeːɕia
テレコントロール・システム	teɾekoɴtoɾoːɾɯ ɕisɯtemɯ
テレコントロールシステム	teɾekoɴtoɾoːɾɯɕisɯtemɯ
テレコンバーター	teɾekoɴbaːtaː
テレコンファレンス	teɾekoɴɸaɾeɴsɯ
テレゴニー	teɾegoniː
テレシネ	teɾeɕine
テレショップ	teɾeɕopːɯ
テレジェニック	teɾedʑienikːɯ
テレスキャン	teɾesɯkjaɴ
テレスコープ	teɾesɯkoːpɯ
テレストリアル	teɾesɯtoɾiaɾɯ
テレタイプライター	teɾetaipɯɾaitaː
テレチョイス	teɾetɕoisɯ
テレッキング	teɾekːiɴgɯ
テレックス	teɾekːɯsɯ
テレテキスト	teɾetekisɯto
テレテックス	teɾetekːɯsɯ
テレテル	teɾeteɾɯ
テレビ・アニメ	teɾebi anime
テレビ・アニメーション	teɾebi animeːɕoɴ
テレビ・アンテナ	teɾebi aɴtena
テレビ・カメラ	teɾebi kameɾa
テレビ・ガイド	teɾebi gaido
テレビ・ゲーム	teɾebi geːmɯ
テレビ・コマーシャル	teɾebi komaːɕaɾɯ
テレビ・ショー	teɾebi ɕoː
テレビ・ショッピング	teɾebi ɕopːiɴgɯ
テレビ・スクリーン	teɾebi sɯkɯɾiːɴ
テレビ・スクリン	teɾebi sɯkɯɾiɴ
テレビ・スター	teɾebi sɯtaː
テレビ・スタジオ	teɾebi sɯtadʑio
テレビ・スポット	teɾebi sɯpotːo
テレビ・セット	teɾebi setːo
テレビ・タレント	teɾebi taɾeɴto
テレビ・ドラマ	teɾebi doɾama
テレビ・ネットワーク	teɾebi netːoɰᵝaːkɯ
