ㄱㅏ	ka̠
ㅅㅔㅅㅓㄱ	sʰe̞sʰʌ̹k̚
ㅅㅔㅅㅔ	sʰe̞sʰe̞
ㅅㅔㅅㅜ	sʰe̞sʰu
ㅅㅔㅅㅜㅅㅂㅣㄴㅜ	sʰe̞sʰut̚p͈inu
ㅅㅔㅅㅠㅁ	sʰe̞ɕʰjum
ㅅㅔㅅㅡㅂ	ˈsʰe̞ːsʰɯp̚
ㅅㅔㅅㅣㅁ	sʰe̞ɕʰim
ㅅㅔㅇㅛ	sʰe̞jo
ㅅㅔㅇㅜㄷㅏ	sʰe̞uda̠
ㅅㅔㅇㅝㅈㅣㄷㅏ	sʰe̞wʌ̹d͡ʑida̠
ㅅㅔㅇㅝㄹ	sʰe̞wʌ̹ɭ
ㅅㅔㅇㅣㅅㅖㄹ	sʰe̞iɕʰje̞ɭ
ㅅㅔㅇㅣㅅㅞㄹ	sʰe̞isʰwe̞ɭ
ㅅㅔㅇㅣㄴㅌㅡㄹㅜㅅㅣㅇㅏ	sʰe̞intʰɯɾuɕʰia̠
ㅅㅔㅇㅣㄴㅌㅡㅂㅣㄴㅅㅔㄴㅌㅡ ㄱㅡㄹㅔㄴㅏㄷㅣㄴ	sʰe̞intʰɯbinsʰe̞ntʰɯ kɯɾe̞na̠din
ㅅㅔㅇㅣㄴㅌㅡㅋㅣㅊㅡ ㄴㅔㅂㅣㅅㅡ	sʰe̞intʰɯkçit͡ɕʰɯ ne̞bisʰɯ
ㅅㅔㅈㅏ	sʰe̞d͡ʑa̠
ㅅㅔㅈㅔ	sʰe̞d͡ʑe̞
ㅅㅔㅈㅔㄱㅗㅂ	sʰe̞d͡ʑe̞ɡo̞p̚
ㅅㅔㅈㅗㄷㅐ	sʰe̞d͡ʑo̞dɛ̝
ㅅㅔㅈㅗㅂㅗ	sʰe̞d͡ʑo̞bo̞
ㅅㅔㅈㅗㅇㅏㄱㅂㅗ	sʰe̞d͡ʑo̞a̠k̚p͈o̞
ㅅㅔㅈㅗㅇㄷㅐㅇㅘㅇ	sʰe̞d͡ʑo̞ŋdɛ̝wa̠ŋ
ㅅㅔㅈㅗㅇㄱㅏㅂㅈㅏ	sʰe̞d͡ʑo̞ŋɡa̠p̚t͡ɕ͈a̠
ㅅㅔㅈㅗㅇㄷㅐㅇㅘㅇ	sʰe̞d͡ʑo̞ŋdɛ̝wa̠ŋ
ㅅㅔㅈㅗㅇㅇㅓㅈㅔㅎㅜㄴㅁㅣㄴㅈㅓㅇㅇㅡㅁ	sʰe̞d͡ʑo̞ŋʌ̹d͡ʑe̞βunmind͡ʑʌ̹ŋɯm
ㅅㅔㅈㅗㅇㅌㅡㄱㅂㅕㄹㅈㅏㅊㅣㅅㅣ	sʰe̞d͡ʑo̞ŋtʰɯk̚p͈jʌ̹ɭd͡ʑa̠t͡ɕʰiɕʰi
ㅅㅔㅊㅏㄹ	sʰe̞t͡ɕʰa̠ɭ
ㅅㅔㅊㅣ	sʰe̞t͡ɕʰi
ㅅㅔㅊㅣㅇ	sʰe̞t͡ɕʰiŋ
ㅅㅔㅌㅏ	sʰe̞tʰa̠
ㅅㅔㅌㅏㄱ	sʰe̞tʰa̠k̚
ㅅㅔㅌㅏㄱㄱㅣ	sʰe̞tʰa̠k̚k͈i
ㅅㅔㅌㅏㄱㅂㅣㄴㅜ	sʰe̞tʰa̠k̚p͈inu
ㅅㅔㅌㅏㄱㅅㅗ	sʰe̞tʰa̠ks͈o̞
ㅅㅔㅌㅡ	sʰe̞tʰɯ
ㅅㅔㅍㅏ	sʰe̞pʰa̠
ㅅㅔㅍㅗ	sʰe̞pʰo̞
ㅅㅔㄱㅅㅡ	sʰe̞ks͈ɯ
ㅅㅔㄱㅅㅣㅎㅏㄷㅏ	sʰe̞kɕ͈iɦa̠da̠
ㅅㅔㄴ	sʰe̞n
ㅅㅔㄴ ㄱㅏㅇ	sʰe̞n ka̠ŋ
ㅅㅔㄴㅂㅏㄹㅏㅁ	sʰe̞nba̠ɾa̠m
ㅅㅔㄴㅅㅡ	sʰe̞nsʰɯ
ㅅㅔㄴㅊㅣㅁㅔㅌㅓ	sʰe̞nt͡ɕʰime̞tʰʌ̹
ㅅㅔㄴㅌㅓ	sʰe̞ntʰʌ̹
ㅅㅔㄴㅌㅣㅁㅣㅌㅓ	sʰe̞ntʰimitʰʌ̹
ㅅㅔㄹㄹㅓㄹㅣ	sʰe̞ɭɭʌ̹ɾi
ㅅㅔㄹㄹㅔㄴ	sʰe̞ɭɭe̞n
ㅅㅔㅁ	sʰe̞m
ㅅㅔㅁㄴㅏㅌㅆㅣ	sʰe̞mna̠t̚ɕ͈i
ㅅㅔㅁㄸㅏㅈㅣㄱㅣ	sʰe̞mt͈a̠d͡ʑiɡi
ㅅㅔㅁㅁㅐㄱㅣㅁㅆㅣ	sʰe̞mmɛ̝ɡimɕ͈i
ㅅㅔㅁㅆㅣ	sʰe̞mɕ͈i
ㅅㅔㅁㅌㅡㄹ	sʰe̞mtʰɯɭ
ㅅㅔㅅ	sʰe̞t̚
ㅅㅔㅅㅉㅐ	sʰe̞t̚t͡ɕ͈ɛ̝
ㅅㅕㅊㅡ	ɕʰjʌ̹t͡ɕʰɯ
ㅅㅕㅌㅓ	ɕʰjʌ̹tʰʌ̹
ㅅㅕㅌㅡㄹ	ɕʰjʌ̹tʰɯɭ
ㅅㅕㅌㅡㄹㅋㅗㄱ	ɕʰjʌ̹tʰɯɭkʰo̞k̚
ㅅㅖ	ɕʰje̞
ㅅㅖㅇㅣㅋㅡ	ɕʰje̞ikxɯ
ㅅㅖㅍㅓㄷㅡ	ɕʰje̞pʰʌ̹dɯ
ㅅㅗ	sʰo̞
ㅅㅗㄱㅏㅇㅑ	ˈsʰo̞ːɡa̠ja̠
ㅅㅗㄱㅏㅈㅗㄱ	sʰo̞ɡa̠d͡ʑo̞k̚
ㅅㅗㄱㅏㄱ	sʰo̞ɡa̠k̚
ㅅㅗㄱㅏㄱㄷㅚㄷㅏ	sʰo̞ɡa̠k̚t͈ø̞da̠
ㅅㅗㄱㅏㄱㅈㅏㅇ	sʰo̞ɡa̠k̚t͡ɕ͈a̠ŋ
ㅅㅗㄱㅏㄱㅎㅏㄷㅏ	sʰo̞ɡa̠kʰa̠da̠
ㅅㅗㄱㅏㄹㅂㅣ	sʰo̞ɡa̠ɭbi
ㅅㅗㄱㅏㅁ	sʰo̞ɡa̠m
ㅅㅗㄱㅏㅇㅅㅏㅇㅌㅐ	sʰo̞ɡa̠ŋsʰa̠ŋtʰɛ̝
ㅅㅗㄱㅐ	sʰo̞ɡɛ̝
ㅅㅗㄱㅐㄴㅕㅁ	sʰo̞ɡɛ̝ɲjʌ̹m
ㅅㅗㄱㅐㄷㅚㄷㅏ	sʰo̞ɡɛ̝dø̞da̠
ㅅㅗㄱㅐㅅㅗ	sʰo̞ɡɛ̝sʰo̞
ㅅㅗㄱㅐㅅㅣㅋㅣㄷㅏ	sʰo̞ɡɛ̝ɕʰikçida̠
ㅅㅗㄱㅐㅇㅓㅂ	sʰo̞ɡɛ̝ʌ̹p̚
ㅅㅗㄱㅐㅈㅏㅇ	sʰo̞ɡɛ̝d͡ʑa̠ŋ
ㅅㅗㄱㅐㅎㅏㄷㅏ	sʰo̞ɡɛ̝ɦa̠da̠
ㅅㅗㄱㅓ	sʰo̞ɡʌ̹
ㅅㅗㄱㅓㄷㅚㄷㅏ	sʰo̞ɡʌ̹dø̞da̠
ㅅㅗㄱㅓㅂㅓㅂ	sʰo̞ɡʌ̹bʌ̹p̚
ㅅㅗㄱㅓㅎㅏㄷㅏ	sʰo̞ɡʌ̹ɦa̠da̠
ㅅㅗㄱㅕㄴ	sʰo̞ɡjʌ̹n
ㅅㅗㄱㅕㄴㅍㅛ	sʰo̞ɡjʌ̹npʰjo
ㅅㅗㄱㅕㅇ	sʰo̞ɡjʌ̹ŋ
ㅅㅗㄱㅖ	sʰo̞ɡje̞
ㅅㅗㄱㅗ	sʰo̞ɡo̞
ㅅㅗㄱㅗㄱㅜㄹㅕ	ˈsʰo̞ːɡo̞ɡuɾjʌ̹
ㅅㅗㄱㅗㄱㅜㄹㅕㄱㅜㄱ	ˈsʰo̞ːɡo̞ɡuɾjʌ̹ɡuk̚
ㅅㅗㄱㅗㄱㅣ	sʰo̞ɡo̞ɡi
ㅅㅗㄱㅗㄱ	sʰo̞ɡo̞k̚
ㅅㅗㄱㅗㄴ	sʰo̞ɡo̞n
ㅅㅗㄱㅗㄴㄱㅓㄹㅣㄷㅏ	sʰo̞ɡo̞nɡʌ̹ɾida̠
ㅅㅗㄱㅗㄴㄷㅏㄱ	sʰo̞ɡo̞nda̠k̚
ㅅㅗㄱㅗㄴㄷㅏㄱㄱㅓㄹㅣㄷㅏ	sʰo̞ɡo̞nda̠k̚k͈ʌ̹ɾida̠
ㅅㅗㄱㅗㄴㄷㅏㄱㄷㅐㄷㅏ	sʰo̞ɡo̞nda̠k̚t͈ɛ̝da̠
ㅅㅗㄱㅗㄴㄷㅏㄱㅅㅗㄱㅗㄴㄷㅏㄱ	sʰo̞ɡo̞nda̠ks͈o̞ɡo̞nda̠k̚
ㅅㅗㄱㅗㄴㄷㅏㄱㅅㅗㄱㅗㄴㄷㅏㄱㅎㅏㄷㅏ	sʰo̞ɡo̞nda̠ks͈o̞ɡo̞nda̠kʰa̠da̠
ㅅㅗㄱㅗㄴㄷㅏㄱㅇㅣㄷㅏ	sʰo̞ɡo̞nda̠ɡida̠
ㅅㅗㄱㅗㄴㄷㅐㄷㅏ	sʰo̞ɡo̞ndɛ̝da̠
ㅅㅗㄱㅗㄴㅅㅗㄱㅗㄴ	sʰo̞ɡo̞nsʰo̞ɡo̞n
ㅅㅗㄱㅗㄴㅅㅗㄱㅗㄴㅎㅏㄷㅏ	sʰo̞ɡo̞nsʰo̞ɡo̞nɦa̠da̠
ㅅㅗㄱㅗㅅ	sʰo̞ɡo̞t̚
ㅅㅗㄱㅗㅅㅅㅗㄱㅗㅅ	sʰo̞ɡo̞t̚s͈o̞ɡo̞t̚
ㅅㅗㄱㅗㅅㅅㅗㄱㅗㅅㅎㅏㄷㅏ	sʰo̞ɡo̞t̚s͈o̞ɡo̞tʰa̠da̠
ㅅㅗㄱㅗㅅㅇㅣ	sʰo̞ɡo̞ɕʰi
ㅅㅗㄱㅗㅅㅎㅏㄷㅏ	sʰo̞ɡo̞tʰa̠da̠
ㅅㅗㄱㅘ	sʰo̞ɡwa̠
ㅅㅗㄱㅘㄴ	sʰo̞ɡwa̠n
ㅅㅗㄱㅘㄴㅅㅏ	sʰo̞ɡwa̠nsʰa̠
ㅅㅗㄱㅘㄹㅎㅗ	sʰo̞ɡwa̠ɾβo̞
ㅅㅗㄱㅜㄱㅕㅇ	ˈsʰo̞ːɡuɡjʌ̹ŋ
ㅅㅗㄱㅜㅊㅣ	sʰo̞ɡut͡ɕʰi
ㅅㅗㄱㅜㄱ	ˈsʰo̞ːɡuk̚
ㅅㅗㄱㅜㄹ	sʰo̞ɡuɭ
ㅅㅗㄱㅝㄴ	sʰo̞ɡwʌ̹n
ㅅㅗㄱㅠㅁㅗ	sʰo̞ɡjumo̞
ㅅㅗㄱㅡㄱㅅㅓㅇ	sʰo̞ɡɯks͈ʌ̹ŋ
ㅅㅗㄱㅡㄱㅇㅢㅁㅜ	sʰo̞ɡɯɡɰimu
ㅅㅗㄱㅡㄱㅈㅏㅇ	sʰo̞ɡɯk̚t͡ɕ͈a̠ŋ
ㅅㅗㄱㅡㄱㅈㅐㅅㅏㄴ	sʰo̞ɡɯk̚t͡ɕ͈ɛ̝sʰa̠n
ㅅㅗㄱㅡㄱㅈㅓㄱ	sʰo̞ɡɯk̚t͡ɕ͈ʌ̹k̚
ㅅㅗㄱㅡㄱㅈㅜㅇㅢ	sʰo̞ɡɯk̚t͡ɕ͈uɰi
ㅅㅗㄱㅡㄱㅍㅏㄴㄷㅏㄴ	sʰo̞ɡɯk̚pʰa̠nda̠n
ㅅㅗㄱㅡㅁ	sʰo̞ɡɯm
ㅅㅗㄱㅡㅁㅈㅓㅇ	sʰo̞ɡɯmd͡ʑʌ̹ŋ
ㅅㅗㄱㅡㅂ	sʰo̞ɡɯp̚
ㅅㅗㄱㅡㅂㄷㅚㄷㅏ	sʰo̞ɡɯp̚t͈ø̞da̠
ㅅㅗㄱㅡㅂㄹㅕㄱ	sʰo̞ɡɯmɲjʌ̹k̚
ㅅㅗㄱㅡㅂㅎㅏㄷㅏ	sʰo̞ɡɯpʰa̠da̠
ㅅㅗㄱㅣ	sʰo̞ɡi
ㅅㅗㄱㅣㅇㅓㅂ	sʰo̞ɡiʌ̹p̚
ㅅㅗㄲㅐㅇㅇㅣ	sʰo̞k͈ɛ̝ŋi
ㅅㅗㄴㅏㄱㅣ	sʰo̞na̠ɡi
ㅅㅗㄴㅏㄱㅣㄱㅜㄹㅡㅁ	sʰo̞na̠ɡiɡuɾɯm
ㅅㅗㄴㅏㅁㅜ	sʰo̞na̠mu
ㅅㅗㄴㅏㄱㄴㅜㄴ	sʰo̞na̠ŋnun
ㅅㅗㄴㅏㄱㅂㅣ	sʰo̞na̠k̚p͈i
ㅅㅗㄴㅏㄴ	sʰo̞na̠n
ㅅㅗㄴㅕ	sʰo̞ɲjʌ̹
ㅅㅗㄴㅕㄷㅏㄴ	sʰo̞ɲjʌ̹da̠n
ㅅㅗㄴㅕㅁㅜㄴㅎㅏㄱ	sʰo̞ɲjʌ̹munɦa̠k̚
ㅅㅗㄴㅕㅊㅟㅁㅣ	sʰo̞ɲjʌ̹t͡ɕʰɥimi
ㅅㅗㄴㅕㄴ	sʰo̞ɲjʌ̹n
ㅅㅗㄴㅕㄴㄱㅗㅇ	sʰo̞ɲjʌ̹nɡo̞ŋ
ㅅㅗㄴㅕㄴㄷㅏㄴ	sʰo̞ɲjʌ̹nda̠n
ㅅㅗㄴㅕㄴㅁㅜㄴㅎㅏㄱ	sʰo̞ɲjʌ̹nmunɦa̠k̚
ㅅㅗㄴㅕㄴㅂㅓㅁㅈㅚ	sʰo̞ɲjʌ̹nbʌ̹md͡ʑø̞
ㅅㅗㄴㅕㄴㅂㅓㅂ	sʰo̞ɲjʌ̹nbʌ̹p̚
ㅅㅗㄴㅕㄴㅇㅝㄴ	sʰo̞ɲjʌ̹nwʌ̹n
ㅅㅗㄴㅗㅇ	sʰo̞no̞ŋ
ㅅㅗㄴㅗㅇㄱㅏ	sʰo̞no̞ŋɡa̠
ㅅㅗㄴㅚ	sʰo̞nø̞
ㅅㅗㄷㅏㄴㅇㅝㄴ	sʰo̞da̠nwʌ̹n
ㅅㅗㄷㅏㅁ	sʰo̞da̠m
ㅅㅗㄷㅐ	sʰo̞dɛ̝
ㅅㅗㄷㅐㅇㅝㄴ	sʰo̞dɛ̝wʌ̹n
ㅅㅗㄷㅐㅈㅏㅇ	sʰo̞dɛ̝d͡ʑa̠ŋ
ㅅㅗㄷㅔㅇㅇㅣ	sʰo̞de̞ŋi
ㅅㅗㄷㅗ	sʰo̞do̞
ㅅㅗㄷㅗㄱㅜ	sʰo̞do̞ɡu
ㅅㅗㄷㅗㄹㅗㄱ	sʰo̞do̞ɾo̞k̚
ㅅㅗㄷㅗㄱ	sʰo̞do̞k̚
ㅅㅗㄷㅗㄱㄱㅣ	sʰo̞do̞k̚k͈i
ㅅㅗㄷㅗㄱㄷㅚㄷㅏ	sʰo̞do̞k̚t͈ø̞da̠
ㅅㅗㄷㅗㄱㅁㅕㄴ	sʰo̞do̞ŋmjʌ̹n
ㅅㅗㄷㅗㄱㅅㅜ	sʰo̞do̞ks͈u
ㅅㅗㄷㅗㄱㅇㅑㄱ	sʰo̞do̞ɡja̠k̚
ㅅㅗㄷㅗㄱㅇㅢ	sʰo̞do̞ɡɰi
ㅅㅗㄷㅗㄱㅈㅓ	sʰo̞do̞k̚t͡ɕ͈ʌ̹
ㅅㅗㄷㅗㄱㅈㅔ	sʰo̞do̞k̚t͡ɕ͈e̞
ㅅㅗㄷㅗㄱㅊㅏ	sʰo̞do̞k̚t͡ɕʰa̠
ㅅㅗㄷㅗㄱㅎㅏㄷㅏ	sʰo̞do̞kʰa̠da̠
ㅅㅗㄷㅗㅇ	sʰo̞do̞ŋ
ㅅㅗㄷㅗㅇㅁㅐㄱ	sʰo̞do̞ŋmɛ̝k̚
ㅅㅗㄷㅜ	sʰo̞du
ㅅㅗㄷㅡㄹㅏㄱㅅㅗㄷㅡㄹㅏㄱ	sʰo̞dɯɾa̠ks͈o̞dɯɾa̠k̚
ㅅㅗㄷㅡㄹㅏㄱㅅㅗㄷㅡㄹㅏㄱㅎㅏㄷㅏ	sʰo̞dɯɾa̠ks͈o̞dɯɾa̠kʰa̠da̠
ㅅㅗㄷㅡㄱ	sʰo̞dɯk̚
ㅅㅗㄷㅡㄱㄱㅗㅇㅈㅔ	sʰo̞dɯk̚k͈o̞ŋd͡ʑe̞
ㅅㅗㄷㅡㄱㅅㅔ	sʰo̞dɯks͈e̞
ㅅㅗㄷㅡㄱㅅㅗㄷㅡㄱ	sʰo̞dɯks͈o̞dɯk̚
ㅅㅗㄷㅡㄱㅅㅗㄷㅡㄱㅎㅏㄷㅏ	sʰo̞dɯks͈o̞dɯkʰa̠da̠
ㅅㅗㄷㅡㄱㅇㅐㄱ	sʰo̞dɯɡɛ̝k̚
ㅅㅗㄷㅡㄱㅈㅡㅇㄷㅐ	sʰo̞dɯk̚t͡ɕ͈ɯŋdɛ̝
ㅅㅗㄷㅡㄹㅅㅗㄷㅡㄹ	sʰo̞dɯɭsʰo̞dɯɭ
ㅅㅗㄷㅡㄹㅅㅗㄷㅡㄹㅎㅏㄷㅏ	sʰo̞dɯɭsʰo̞dɯɾɦa̠da̠
ㅅㅗㄷㅡㅇ	sʰo̞dɯŋ
ㅅㅗㄷㅡㅇㄴㅏㅍㅏㄹ	sʰo̞dɯŋna̠pʰa̠ɭ
ㅅㅗㄷㅡㅇㅅㅣㄱㅏㄴ	sʰo̞dɯŋɕʰiɡa̠n
ㅅㅗㄷㅡㅇㅎㅏㄷㅏ	sʰo̞dɯŋɦa̠da̠
ㅅㅗㄷㅣㄲㅣ	sʰo̞dik͈i
ㅅㅗㄸㅗㅇ	sʰo̞t͈o̞ŋ
ㅅㅗㄹㅏㄱㅅㅗㄹㅏㄱ	sʰo̞ɾa̠ks͈o̞ɾa̠k̚
ㅅㅗㄹㅏㄱㅅㅗㄹㅏㄱㅎㅏㄷㅏ	sʰo̞ɾa̠ks͈o̞ɾa̠kʰa̠da̠
ㅅㅗㄹㅏㄴ	sʰo̞ɾa̠n
ㅅㅗㄹㅏㄴㅎㅏㄷㅏ	sʰo̞ɾa̠nɦa̠da̠
ㅅㅗㄹㅐㄱㅗㄷㅗㅇ	sʰo̞ɾɛ̝ɡo̞do̞ŋ
ㅅㅗㄹㅑㅇ	sʰo̞ɾja̠ŋ
ㅅㅗㄹㅕㄴ	s͈o̞ɾjʌ̹n
ㅅㅗㄹㅕㅇ	sʰo̞ɾjʌ̹ŋ
ㅅㅗㄹㅗㄱㅅㅗㄹㅗㄱ	sʰo̞ɾo̞ks͈o̞ɾo̞k̚
ㅅㅗㄹㅗㄱㅅㅗㄹㅗㄱㅎㅏㄷㅏ	sʰo̞ɾo̞ks͈o̞ɾo̞kʰa̠da̠
ㅅㅗㄹㅗㄴ	sʰo̞ɾo̞n
ㅅㅗㄹㅡㄹㅡ	sʰo̞ɾɯɾɯ
ㅅㅗㄹㅡㅁ	sʰo̞ɾɯm
ㅅㅗㄹㅣ	sʰo̞ɾi
ㅅㅗㄹㅣㅅㅗㄹㅣ	sʰo̞ɾisʰo̞ɾi
ㅅㅗㄹㅣㅊㅣㄷㅏ	sʰo̞ɾit͡ɕʰida̠
ㅅㅗㄹㅣㅁㅅㅏ	sʰo̞ɾimsʰa̠
ㅅㅗㄹㅣㅂㅈㅏ	sʰo̞ɾip̚t͡ɕ͈a̠
ㅅㅗㄹㅣㅂㅈㅏㄹㅗㄴ	sʰo̞ɾip̚t͡ɕ͈a̠ɾo̞n
ㅅㅗㅁㅏㅅㅗㅁㅏ	sʰo̞ma̠sʰo̞ma̠
ㅅㅗㅁㅏㅅㅗㅁㅏㅎㅏㄷㅏ	sʰo̞ma̠sʰo̞ma̠ɦa̠da̠
ㅅㅗㅁㅏㄴㄷㅜ	sʰo̞ma̠ndu
ㅅㅗㅁㅏㄹㄹㅣㅇㅏ	sʰo̞ma̠ɭʎia̠
ㅅㅗㅁㅏㄹㅅㅗㅁㅏㄹ	sʰo̞ma̠ɭsʰo̞ma̠ɭ
ㅅㅗㅁㅏㄹㅅㅗㅁㅏㄹㅎㅏㄷㅏ	sʰo̞ma̠ɭsʰo̞ma̠ɾɦa̠da̠
ㅅㅗㅁㅏㅇ	sʰo̞ma̠ŋ
ㅅㅗㅁㅏㅇㅎㅏㄷㅏ	sʰo̞ma̠ŋɦa̠da̠
ㅅㅗㅁㅐ	sʰo̞mɛ̝
ㅅㅗㅁㅐㄱㅏㄱㅕㄱ	sʰo̞mɛ̝ɡa̠ɡjʌ̹k̚
ㅅㅗㅁㅐㅅㅏㅇ	sʰo̞mɛ̝sʰa̠ŋ
ㅅㅗㅁㅐㅅㅣㅈㅏㅇ	sʰo̞mɛ̝ɕʰid͡ʑa̠ŋ
ㅅㅗㅁㅐㅇㅓㅂ	sʰo̞mɛ̝ʌ̹p̚
ㅅㅗㅁㅐㅇㅣㄴ	sʰo̞mɛ̝in
ㅅㅗㅁㅐㅈㅓㅁ	sʰo̞mɛ̝d͡ʑʌ̹m
ㅅㅗㅁㅐㅊㅣㄱㅣ	sʰo̞mɛ̝t͡ɕʰiɡi
ㅅㅗㅁㅐㄱ	sʰo̞mɛ̝k̚
ㅅㅗㅁㅐㄱㅂㅜㄴ	sʰo̞mɛ̝k̚p͈un
ㅅㅗㅁㅕㄴ	sʰo̞mjʌ̹n
ㅅㅗㅁㅕㄹ	sʰo̞mjʌ̹ɭ
ㅅㅗㅁㅕㄹㄷㅚㄷㅏ	sʰo̞mjʌ̹ɭdø̞da̠
ㅅㅗㅁㅕㄹㅅㅣㅎㅛ	sʰo̞mjʌ̹ɭɕʰiʝjo
ㅅㅗㅁㅕㄹㅎㅏㄷㅏ	sʰo̞mjʌ̹ɾɦa̠da̠
ㅅㅗㅁㅕㅇ	sʰo̞mjʌ̹ŋ
ㅅㅗㅁㅗ	sʰo̞mo̞
ㅅㅗㅁㅗㄷㅚㄷㅏ	sʰo̞mo̞dø̞da̠
ㅅㅗㅁㅗㄹㅑㅇ	sʰo̞mo̞ɾja̠ŋ
ㅅㅗㅁㅗㅂㅣ	sʰo̞mo̞bi
ㅅㅗㅁㅗㅇㅠㄹ	sʰo̞mo̞juɭ
ㅅㅗㅁㅗㅈㅓㄴ	sʰo̞mo̞d͡ʑʌ̹n
ㅅㅗㅁㅗㅍㅜㅁ	sʰo̞mo̞pʰum
ㅅㅗㅁㅗㅎㅏㄷㅏ	sʰo̞mo̞ɦa̠da̠
ㅅㅗㅁㅛ	sʰo̞mjo
ㅅㅗㅁㅛㅎㅏㄷㅏ	sʰo̞mjoɦa̠da̠
ㅅㅗㅁㅜㄴ	sʰo̞mun
ㅅㅗㅁㅜㄴㄴㅏㄷㅏ	sʰo̞munna̠da̠
ㅅㅗㅁㅜㄴㅈㅏ	sʰo̞mund͡ʑa̠
ㅅㅗㅂㅏㄱ	sʰo̞ba̠k̚
ㅅㅗㅂㅏㄱㅁㅣ	sʰo̞ba̠ŋmi
ㅅㅗㅂㅏㄱㅎㅏㄷㅏ	sʰo̞ba̠kʰa̠da̠
ㅅㅗㅂㅏㄴ	sʰo̞ba̠n
ㅅㅗㅂㅏㅇ	sʰo̞ba̠ŋ
ㅅㅗㅂㅏㅇㄱㅘㄴ	sʰo̞ba̠ŋɡwa̠n
ㅅㅗㅂㅏㅇㄷㅐ	sʰo̞ba̠ŋdɛ̝
ㅅㅗㅂㅏㅇㄷㅐㅇㅝㄴ	sʰo̞ba̠ŋdɛ̝wʌ̹n
ㅅㅗㅂㅏㅇㅁㅏㅇㄷㅐ	sʰo̞ba̠ŋma̠ŋdɛ̝
ㅅㅗㅂㅏㅇㅁㅏㅇㄹㅜ	sʰo̞ba̠ŋma̠ŋnu
ㅅㅗㅂㅏㅇㅂㅗㄱ	sʰo̞ba̠ŋbo̞k̚
ㅅㅗㅂㅏㅇㅅㅓ	sʰo̞ba̠ŋsʰʌ̹
ㅅㅗㅂㅏㅇㅅㅓㄴ	sʰo̞ba̠ŋsʰʌ̹n
ㅅㅗㅂㅏㅇㅅㅜ	sʰo̞ba̠ŋsʰu
ㅅㅗㅂㅏㅇㅊㅏ	sʰo̞ba̠ŋt͡ɕʰa̠
ㅅㅗㅂㅕㄴ	sʰo̞bjʌ̹n
ㅅㅗㅂㅕㄴㄱㅣ	sʰo̞bjʌ̹nɡi
ㅅㅗㅂㅕㄴㅂㅜㄹㅌㅗㅇ	sʰo̞bjʌ̹nbuɭtʰo̞ŋ
ㅅㅗㅂㅗㄱ	sʰo̞bo̞k̚
ㅅㅗㅂㅗㄱㄷㅏㄴㅈㅏㅇ	sʰo̞bo̞k̚t͈a̠nd͡ʑa̠ŋ
ㅅㅗㅂㅗㄱㅅㅗㅂㅗㄱ	sʰo̞bo̞ks͈o̞bo̞k̚
ㅅㅗㅂㅗㄱㅅㅗㅂㅗㄱㅎㅏㄷㅏ	sʰo̞bo̞ks͈o̞bo̞kʰa̠da̠
ㅅㅗㅂㅗㄱㅇㅣ	sʰo̞bo̞ɡi
ㅅㅗㅂㅗㄱㅎㅏㄷㅏ	sʰo̞bo̞kʰa̠da̠
ㅅㅗㅂㅜㄱㅅㅗㅂㅜㄱ	sʰo̞buks͈o̞buk̚
ㅅㅗㅂㅜㄱㅅㅗㅂㅜㄱㅎㅏㄷㅏ	sʰo̞buks͈o̞bukʰa̠da̠
ㅅㅗㅂㅜㄱㅇㅣ	sʰo̞buɡi
ㅅㅗㅂㅜㄱㅎㅏㄷㅏ	sʰo̞bukʰa̠da̠
ㅅㅗㅂㅣ	sʰo̞bi
ㅅㅗㅂㅣㄱㅕㅇㄱㅣ	sʰo̞biɡjʌ̹ŋɡi
ㅅㅗㅂㅣㄱㅕㅇㅈㅔ	sʰo̞biɡjʌ̹ŋd͡ʑe̞
ㅅㅗㅂㅣㄱㅡㅁㅇㅠㅇ	sʰo̞biɡɯmjuŋ
ㅅㅗㅂㅣㄷㅗㅅㅣ	sʰo̞bido̞ɕʰi
ㅅㅗㅂㅣㄷㅚㄷㅏ	sʰo̞bidø̞da̠
ㅅㅗㅂㅣㄹㅑㅇ	sʰo̞biɾja̠ŋ
ㅅㅗㅂㅣㄹㅕㄱ	sʰo̞biɾjʌ̹k̚
ㅅㅗㅂㅣㅅㅏㅇㅓㅂ	sʰo̞bisʰa̠ʌ̹p̚
ㅅㅗㅂㅣㅅㅓㅇㅎㅑㅇ	sʰo̞bisʰʌ̹ŋʝja̠ŋ
ㅅㅗㅂㅣㅅㅔ	sʰo̞bisʰe̞
ㅅㅗㅂㅣㅇㅔㅌㅡ	sʰo̞bie̞tʰɯ
ㅅㅗㅂㅣㅇㅔㅌㅡ ㅇㅕㄴㅂㅏㅇ	sʰo̞bie̞tʰɯ jʌ̹nba̠ŋ
ㅅㅗㅂㅣㅈㅏ	sʰo̞bid͡ʑa̠
ㅅㅗㅂㅣㅈㅏㅂㅗㄴ	sʰo̞bid͡ʑa̠bo̞n
ㅅㅗㅂㅣㅈㅐ	sʰo̞bid͡ʑɛ̝
ㅅㅗㅂㅣㅈㅗㅎㅏㅂ	sʰo̞bid͡ʑo̞ɦa̠p̚
ㅅㅗㅂㅣㅎㅏㄷㅏ	sʰo̞biɦa̠da̠
